r1b1kb1r/pp1p1ppp/1qn1pn2/8/2PN4/2N3P1/PP2PP1P/R1BQKB1R w KQkq - 1 7 | d4b3 e2e3 d4b5
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3 | b8c6 a7a6
r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 2 4 | d2d4 f1e2
r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4 | c5d4
r1bqkbnr/pp1p1ppp/2n1p3/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5 | f3d4
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5 | d8c7 d7d6 g8f6 a7a6
r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6 | g2g3 c1e3
r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N3P1/PPP2P1P/R1BQKB1R b KQkq - 0 6 | a7a6
r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N3P1/PPP2P1P/R1BQKB1R w KQkq - 0 7 | f1g2
r1bqkb1r/pp1ppppp/2B2n2/2p5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4 | d7c6
r1bqkb1r/pp2pppp/2p2n2/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5 | d2d3
r1bqkb1r/pp2pppp/2p2n2/2p5/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5 | f6d7 c8g4
r1bqkb1r/pp1npppp/2p5/2p5/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 6 | c1f4
r1bqkb1r/pp1npppp/2p5/2p5/4PB2/3P1N2/PPP2PPP/RN1QK2R b KQkq - 2 6 | g7g6
r1bqkb1r/pp1npp1p/2p3p1/2p5/4PB2/3P1N2/PPP2PPP/RN1QK2R w KQkq - 0 7 | d1c1
r1b1kbnr/ppqp1ppp/2n1p3/8/3NPP2/2N5/PPP3PP/R1BQKB1R b KQkq - 0 6 | c6d4 a7a6
r1b1kbnr/ppqp1ppp/4p3/8/3nPP2/2N5/PPP3PP/R1BQKB1R w KQkq - 0 7 | d1d4
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 1 4 | f8e7 d7d5 d7d6
rnbqk2r/pp1pbppp/2p2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 2 5 | e1g1
rnbqk2r/pp1pbppp/2p2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 3 5 | d7d6
rnbqk2r/pp2bppp/2pp1n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 6 | a2a3 b1d2 c2c3
rnbqk2r/pp2bppp/2pp1n2/4p3/2B1P3/P2P1N2/1PP2PPP/RNBQ1RK1 b kq - 0 6 | e8g8
rnbq1rk1/pp2bppp/2pp1n2/4p3/2B1P3/P2P1N2/1PP2PPP/RNBQ1RK1 w - - 1 7 | c4a2
r1bqkb1r/pp1ppppp/2n2n2/8/2PN4/2N5/PP2PPPP/R1BQKB1R b KQkq - 2 5 | e7e6 g7g6
r1bqkb1r/pp1p1ppp/2n1pn2/6B1/2PN4/2N5/PP2PPPP/R2QKB1R b KQkq - 1 6 | h7h6
r1bqkb1r/pp1p1pp1/2n1pn1p/6B1/2PN4/2N5/PP2PPPP/R2QKB1R w KQkq - 0 7 | g5h4
r1bqkbnr/pppn1ppp/4p3/8/3PN3/3B4/PPP2PPP/R1BQK1NR b KQkq - 2 5 | g8f6
r1bqkb1r/pppn1ppp/4pn2/8/3PN3/3B4/PPP2PPP/R1BQK1NR w KQkq - 3 6 | e4f6
r1bqkb1r/pppn1ppp/4pN2/8/3P4/3B4/PPP2PPP/R1BQK1NR b KQkq - 0 6 | d7f6
r1bqkb1r/ppp2ppp/4pn2/8/3P4/3B4/PPP2PPP/R1BQK1NR w KQkq - 0 7 | c1g5
r1bqkb1r/pp2pp1p/2np1np1/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7 | g5f6
rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2 | g2g3 e2e4 b1c3 d2d4 g1f3
rnbqkbnr/pppppp1p/6p1/8/2P5/6P1/PP1PPP1P/RNBQKBNR b KQkq - 0 2 | f8g7 c7c5 c7c6
rnbqk1nr/ppppppbp/6p1/8/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq - 1 3 | f1g2
rnbqk1nr/ppppppbp/6p1/8/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 2 3 | d7d6 b8c6 c7c5 g8f6 f7f5
rnbqk1nr/ppp1ppbp/3p2p1/8/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 4 | b1c3
rnbqk1nr/ppp1ppbp/3p2p1/8/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 1 4 | e7e5
rnbqk1nr/ppp2pbp/3p2p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 0 5 | d2d3
rnbqk1nr/ppp2pbp/3p2p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR b KQkq - 0 5 | b8c6 f7f5
r1bqk1nr/ppp2pbp/2np2p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR w KQkq - 1 6 | e2e4
r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2NP2P1/PP3PBP/R1BQK1NR b KQkq - 0 6 | g8e7
r1bqk2r/ppp1npbp/2np2p1/4p3/2P1P3/2NP2P1/PP3PBP/R1BQK1NR w KQkq - 1 7 | g1e2
rnbqkb1r/4pppp/p1p2n2/1p1p4/2PP4/1PN1PN2/P4PPP/R1BQKB1R b KQkq - 0 6 | c8g4
rn1qkb1r/4pppp/p1p2n2/1p1p4/2PP2b1/1PN1PN2/P4PPP/R1BQKB1R w KQkq - 1 7 | f1e2 c1d2 h2h3 d1c2 d1d2
rnbq1rk1/pp1p1ppp/4pn2/2p5/1bPP4/2NBP3/PP3PPP/R1BQK1NR w KQ - 0 6 | g1f3 g1e2
rnbq1rk1/pp1p1ppp/4pn2/2p5/1bPP4/2NBPN2/PP3PPP/R1BQK2R b KQ - 1 6 | d7d5 b7b6
rnbqk2r/ppppppbp/5np1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4 | d7d6 d7d5 e8g8
rnbqk2r/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 5 | e8g8 c7c6
rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PP1P/R1BQKB1R w KQ - 1 6 | f1g2
rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQ - 2 6 | b8c6
r1bq1rk1/ppp1ppbp/2np1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 3 7 | e1g1
rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP4/2N1PN2/1P3PPP/R1BQKB1R b KQkq - 0 6 | e7e6
rn1qkb1r/pp3ppp/2p1pn2/5b2/P1pP4/2N1PN2/1P3PPP/R1BQKB1R w KQkq - 0 7 | f1c4 a4a5
rn1qkb1r/pp3ppp/2p1pn2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R w KQkq - 0 7 | f2f3 g2g3
rn1qkb1r/pp2pppp/2p2n2/3p4/2PP2b1/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 2 5 | e7e6
rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP2b1/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 0 6 | h2h3
rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP2b1/2N1PN1P/PP3PP1/R1BQKB1R b KQkq - 0 6 | g4f3 g4h5
rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1Pb1P/PP3PP1/R1BQKB1R w KQkq - 0 7 | d1f3
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq - 0 5 | f1g2
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 1 5 | d7d5
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 6 | c4d5
r1bqkb1r/pp3ppp/2n1pn2/2pP4/8/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 0 6 | f6d5
r1bqkb1r/pp3ppp/2n1p3/2pn4/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 7 | d2d4 e1g1
rnbqk1nr/1p1p1ppp/p3p3/2b5/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 2 6 | c2c3 d4b3 c1e3
rnbqk1nr/1p1p1ppp/p3p3/2b5/3NP3/2PB4/PP3PPP/RNBQK2R b KQkq - 0 6 | g8e7
rnbqk2r/1p1pnppp/p3p3/2b5/3NP3/2PB4/PP3PPP/RNBQK2R w KQkq - 1 7 | e1g1
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq - 1 3 | f1g2 b1c3
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 2 3 | g7g6 f8c5
r1bqkbnr/pppp1p1p/2n3p1/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 4 | b1c3
r1bqkbnr/pppp1p1p/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 1 4 | f8g7
r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5 | e2e4 d2d3 e2e3
r1bqk1nr/pppp1pbp/2n3p1/4p3/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq - 0 5 | d7d6
r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR w KQkq - 0 6 | g1e2
r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2N3P1/PP1PNPBP/R1BQK2R b KQkq - 1 6 | c8e6
r2qk1nr/ppp2pbp/2npb1p1/4p3/2P1P3/2N3P1/PP1PNPBP/R1BQK2R w KQkq - 2 7 | d2d3
rnbqkbnr/pp2pppp/2p5/8/2pPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4 | b7b5
rnbqkbnr/p3pppp/2p5/1p6/2pPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5 | a2a4
rnbqkbnr/p3pppp/2p5/1p6/P1pPP3/2N5/1P3PPP/R1BQKBNR b KQkq - 0 5 | b5b4
rnbqkbnr/p3pppp/2p5/8/PppPP3/2N5/1P3PPP/R1BQKBNR w KQkq - 0 6 | c3a2 c3b1
rnbqkbnr/p3pppp/2p5/8/PppPP3/8/NP3PPP/R1BQKBNR b KQkq - 1 6 | g8f6
rnbqkb1r/p3pppp/2p2n2/8/PppPP3/8/NP3PPP/R1BQKBNR w KQkq - 2 7 | e4e5
rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6 | e2e4 a2a4
rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 6 | b7b5
rnbqkb1r/p4ppp/2p1pn2/1p4B1/2pPP3/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 7 | e4e5
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N3P1/PP2PP1P/R1BQKBNR b KQkq - 0 4 | c7c5 e8g8 d7d5 b8c6
rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N3P1/PP2PP1P/R1BQKBNR w KQkq - 0 5 | g1f3
rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 1 5 | d7d5 c5d4
rnbqk2r/pp3ppp/4pn2/2pp4/1bPP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 0 6 | f1g2
rnbqk2r/pp3ppp/4pn2/2pp4/1bPP4/2N2NP1/PP2PPBP/R1BQK2R b KQkq - 1 6 | b8c6
r1bqk2r/pp3ppp/2n1pn2/2pp4/1bPP4/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 2 7 | e1g1
rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2 | c2c4 e2e4 g2g3 g1f3
rnbqkbnr/pppppp1p/6p1/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2 | f8g7 g8f6
rnbqk1nr/ppppppbp/6p1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3 | g1f3 e2e4 b1c3 g2g3
rnbqk1nr/ppppppbp/6p1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3 | c7c5 g8f6
rnbqk1nr/pp1pppbp/6p1/2p5/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4 | d4d5
rnbqk1nr/pp1pppbp/6p1/2pP4/2P5/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 4 | d7d6
rnbqk1nr/pp2ppbp/3p2p1/2pP4/2P5/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5 | e2e4
rnbqk1nr/pp2ppbp/3p2p1/2pP4/2P1P3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 5 | g8f6 e7e6
rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6 | b1c3
rnbqkb1r/ppp2pp1/4pn1p/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 0 5 | g5f6 g5h4
rnbqkb1r/ppp2pp1/4pB1p/3p4/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 0 5 | d8f6
rnb1kb1r/ppp2pp1/4pq1p/3p4/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 0 6 | b1c3 b1d2
rnb1kb1r/ppp2pp1/4pq1p/3p4/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6 | c7c6 f8b4
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 2 5 | d7d6 c6d4
r1bqk2r/ppp2ppp/2np1n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 6 | c2c3 c1e3 b5c6 b1d2
r1bqk2r/ppp2ppp/2np1n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq - 0 6 | e8g8
r1bq1rk1/ppp2ppp/2np1n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 w - - 1 7 | b1d2 c1g5 h2h3
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PPQ1PPPP/RNB1KB1R b KQkq - 1 4 | d5c4
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/5N2/PPQ1PPPP/RNB1KB1R w KQkq - 0 5 | c2c4
rn1qkb1r/pp2pppp/2p2n2/5b2/2QP4/5N2/PP2PPPP/RNB1KB1R w KQkq - 1 6 | g2g3 b1c3
rn1qkb1r/pp2pppp/2p2n2/5b2/2QP4/5NP1/PP2PP1P/RNB1KB1R b KQkq - 0 6 | e7e6 b8d7
rn1qkb1r/pp3ppp/2p1pn2/5b2/2QP4/5NP1/PP2PP1P/RNB1KB1R w KQkq - 0 7 | f1g2
rnb1kbnr/1pqp1ppp/p3p3/8/3NP3/8/PPP1BPPP/RNBQK2R w KQkq - 2 6 | e1g1
rnb1kbnr/1pqp1ppp/p3p3/8/3NP3/8/PPP1BPPP/RNBQ1RK1 b kq - 3 6 | g8f6
rnb1kb1r/1pqp1ppp/p3pn2/8/3NP3/8/PPP1BPPP/RNBQ1RK1 w kq - 4 7 | b1c3
rnbqkb1r/pp1p1ppp/4pn2/2p5/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4 | d7d5 a7a6
rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5 | c4d5 b1c3
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 5 | e6d5
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 6 | f1b5
rnbqkb1r/pp3ppp/5n2/1Bpp4/3P4/4PN2/PP3PPP/RNBQK2R b KQkq - 1 6 | c8d7 b8c6
rn1qkb1r/pp1b1ppp/5n2/1Bpp4/3P4/4PN2/PP3PPP/RNBQK2R w KQkq - 2 7 | b5d7
rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 4 | c4d5
rnbqkb1r/ppp2ppp/5n2/3Pp3/8/6P1/PP1PPPBP/RNBQK1NR b KQkq - 0 4 | f6d5
rnbqkb1r/ppp2ppp/8/3np3/8/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 5 | g1f3 b1c3
rnbqkb1r/ppp2ppp/8/3np3/8/5NP1/PP1PPPBP/RNBQK2R b KQkq - 1 5 | b8c6
r1bqkb1r/ppp2ppp/2n5/3np3/8/5NP1/PP1PPPBP/RNBQK2R w KQkq - 2 6 | e1g1
r1bqkb1r/ppp2ppp/2n5/3np3/8/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 3 6 | d5b6 f8e7
r1bqkb1r/ppp2ppp/1nn5/4p3/8/5NP1/PP1PPPBP/RNBQ1RK1 w kq - 4 7 | b1c3 b2b3 d2d3
rnbq1rk1/ppp2ppp/4pn2/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQ - 4 6 | e2e3
rnbq1rk1/ppp2ppp/4pn2/3p2B1/1bPP4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 6 | c7c5
rnbq1rk1/pp3ppp/4pn2/2pp2B1/1bPP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7 | c4d5
rn1qkb1r/p1p2ppp/bp2pn2/3p4/2PP4/1P3NP1/P3PP1P/RNBQKB1R w KQkq - 0 6 | f1g2 c4d5
rn1qkb1r/p1p2ppp/bp2pn2/3p4/2PP4/1P3NP1/P3PPBP/RNBQK2R b KQkq - 1 6 | f8b4 d5c4
rn1qk2r/p1p2ppp/bp2pn2/3p4/1bPP4/1P3NP1/P3PPBP/RNBQK2R w KQkq - 2 7 | c1d2
rnbqk2r/ppp2ppp/4pn2/8/2pP4/P1Q5/1P2PPPP/R1B1KBNR w KQkq - 0 7 | c3c4
r1bqk2r/2pp1ppp/p1n2n2/1pb1p3/B3P3/2P2N2/PP1P1PPP/RNBQ1RK1 w kq - 0 7 | a4b3 a4c2
rnbqkb1r/pp1p1ppp/4pn2/2p5/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4 | c5d4
rnbqkb1r/pp1p1ppp/4pn2/8/2Pp4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5 | f3d4
rnbqkb1r/pp1p1ppp/4pn2/8/2PN4/2N5/PP2PPPP/R1BQKB1R b KQkq - 0 5 | f8b4 a7a6
rnbqk2r/pp1p1ppp/4pn2/8/1bPN4/2N5/PP2PPPP/R1BQKB1R w KQkq - 1 6 | g2g3
r1b1kb1r/ppqp1ppp/2n1pn2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 5 7 | d4b5 f2f4 d1d2
rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/2N5/PPP1NPPP/R1BQKB1R b KQkq - 1 4 | b8d7 f8e7
r1bqkb1r/pppn1ppp/3p1n2/4p3/3PP3/2N5/PPP1NPPP/R1BQKB1R w KQkq - 2 5 | g2g3 h2h3
r1bqkb1r/pppn1ppp/3p1n2/4p3/3PP3/2N3P1/PPP1NP1P/R1BQKB1R b KQkq - 0 5 | c7c6
r1bqkb1r/pp1n1ppp/2pp1n2/4p3/3PP3/2N3P1/PPP1NP1P/R1BQKB1R w KQkq - 0 6 | f1g2
r1bqkb1r/pp1n1ppp/2pp1n2/4p3/3PP3/2N3P1/PPP1NPBP/R1BQK2R b KQkq - 1 6 | b7b5
r1bqkb1r/p2n1ppp/2pp1n2/1p2p3/3PP3/2N3P1/PPP1NPBP/R1BQK2R w KQkq - 0 7 | a2a3
rnbqk2r/ppp1ppbp/5np1/3P4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5 | f6d5
rnbqk2r/ppp1ppbp/6p1/3n4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6 | e2e4 g2g3 c3a4 c1g5
rnbqk2r/ppp1ppbp/6p1/3n4/3PP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 6 | d5c3
rnbqk2r/ppp1ppbp/6p1/8/3PP3/2n2N2/PP3PPP/R1BQKB1R w KQkq - 0 7 | b2c3
r1bqkb1r/pp1n1ppp/2p1pn2/3P2B1/3P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6 | e6d5
r1bqkb1r/pp1n1ppp/2p2n2/3p2B1/3P4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7 | e2e3
rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP1NPP1P/R1BQKB1R b KQkq - 2 5 | f8b4 d7d5 a6b7
rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/5NP1/PP1NPP1P/R1BQKB1R w KQkq - 3 6 | d1c2 d1a4
rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/5NP1/PPQNPP1P/R1B1KB1R b KQkq - 4 6 | e8g8 a6b7
rn1q1rk1/p1pp1ppp/bp2pn2/8/1bPP4/5NP1/PPQNPP1P/R1B1KB1R w KQ - 5 7 | f1g2
rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N4P/PPP2PP1/R1BQKB1R w KQkq - 0 7 | g2g4
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5 | c2c3 c4b3 e1g1 b1c3 c1g5 a2a4
r1bqk2r/1ppp1ppp/p1n2n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R w KQkq - 0 6 | c4b3 e1g1 a2a4
r1bqk2r/1ppp1ppp/p1n2n2/2b1p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq - 1 6 | d7d6 c5a7 e8g8
r1bqk2r/1pp2ppp/p1np1n2/2b1p3/4P3/1BPP1N2/PP3PPP/RNBQK2R w KQkq - 0 7 | e1g1 h2h3 b1d2
r1bqk2r/pp1nbppp/2pp1n2/4p3/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 7 | a2a4
rnbqk2r/ppppbppp/4pn2/8/2PP4/6P1/PP1BPP1P/RN1QKBNR w KQkq - 3 5 | g1f3 f1g2
rnbqk2r/ppppbppp/4pn2/8/2PP4/5NP1/PP1BPP1P/RN1QKB1R b KQkq - 4 5 | d7d5
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP1BPP1P/RN1QKB1R w KQkq - 0 6 | d1c2
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PPQBPP1P/RN2KB1R b KQkq - 1 6 | e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PPQBPP1P/RN2KB1R w KQ - 2 7 | f1g2
rnbqkbnr/pp1p1ppp/4p3/2p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3 | d4d5 e2e3
rnbqkbnr/pp1p1ppp/4p3/2pP4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3 | e6d5
rnbqkbnr/pp1p1ppp/8/2pp4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4 | c4d5
rnbqkbnr/pp1p1ppp/8/2pP4/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 4 | d7d6
rnbqkbnr/pp3ppp/3p4/2pP4/8/8/PP2PPPP/RNBQKBNR w KQkq - 0 5 | e2e4
rnbqkbnr/pp3ppp/3p4/2pP4/4P3/8/PP3PPP/RNBQKBNR b KQkq - 0 5 | g7g6
rnbqkbnr/pp3p1p/3p2p1/2pP4/4P3/8/PP3PPP/RNBQKBNR w KQkq - 0 6 | b1c3 g1f3
rnbqkbnr/pp3p1p/3p2p1/2pP4/4P3/2N5/PP3PPP/R1BQKBNR b KQkq - 1 6 | f8g7
rnbqk1nr/pp3pbp/3p2p1/2pP4/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 2 7 | f1d3
r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2NP1N2/PPP2PPP/R1BQK2R w KQ - 3 6 | b5c6 e1g1
r1bq1rk1/pppp1ppp/2B2n2/2b1p3/4P3/2NP1N2/PPP2PPP/R1BQK2R b KQ - 0 6 | d7c6
r1bq1rk1/ppp2ppp/2p2n2/2b1p3/4P3/2NP1N2/PPP2PPP/R1BQK2R w KQ - 0 7 | f3e5
r1bqk2r/pppn1ppp/4pn2/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 4 6 | c4d5 e2e3 d1b3
r1bqk2r/pppn1ppp/4pn2/3P2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6 | e6d5
r1bqk2r/pppn1ppp/5n2/3p2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7 | e2e3 d1a4 f3d2 a1c1 d1c2
rnbqkbnr/pp1ppp1p/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3 | f8g7 c5d4
rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4 | b1c3 c2c3 c2c4 d4c5
rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 4 | c5d4
rnbqk1nr/pp1pppbp/6p1/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5 | f3d4
rnbqk1nr/pp1pppbp/6p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5 | b8c6
rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3 | g8f6 e7e6 a7a6
rnbqkb1r/ppp1pppp/5n2/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4 | e2e3
rnbqkb1r/1pp2ppp/p3pn2/8/2BP4/4PN2/PP3PPP/RNBQK2R w KQkq - 0 6 | e1g1 d1e2
rnbqkb1r/1pp2ppp/p3pn2/8/2BP4/4PN2/PP3PPP/RNBQ1RK1 b kq - 1 6 | c7c5
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/1QN5/PP2PPPP/R1B1KBNR b KQkq - 1 4 | d5c4
rnbqkb1r/ppp1pp1p/5np1/8/2pP4/1QN5/PP2PPPP/R1B1KBNR w KQkq - 0 5 | b3c4
